title,price,image,buyUrl,viewUrl,category,brand,featured,Subcategory
bape duffel bag,$5,image1539.jpg,https://joyagoo.com/product/?shop_type=taobao&id=614841834757&ref=300004734,https://joyagoo.com/product/?shop_type=taobao&id=614841834757&ref=300004734,Bags & Backpacks,BAPE,FALSE,
stussy sling bag,$3,image1536.jpg,https://joyagoo.com/product/?shop_type=taobao&id=631610314038&ref=300004734,https://joyagoo.com/product/?shop_type=taobao&id=631610314038&ref=300004734,Bags & Backpacks,STUSSY,TRUE,
GOYARD WALLETS,$10,image1541.jpg,https://joyagoo.com/product/?shop_type=taobao&id=543066571588&ref=300004734,https://joyagoo.com/product/?shop_type=taobao&id=543066571588&ref=300004734,Accessories,Unknown,FALSE,Wallets & Small Accessories
assorted louis vuitton bags,$87,image1578.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7244001413&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7244001413&ref=300004734,Bags & Backpacks,Louis Vuitton,FALSE,
mens gucci / louis vuitton bags,$72,image1594.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7244971522&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7244971522&ref=300004734,Bags & Backpacks,Gucci,FALSE,
louis vuitton belts,$38,image1554.jpg,https://joyagoo.com/product/?shop_type=weidian&id=3034428396&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=3034428396&ref=300004734,Accessories,Louis Vuitton,FALSE,Fashion Accessories
BURBERRY BELTS,$55,image1555.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7273712907&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7273712907&ref=300004734,Accessories,Burberry,FALSE,Fashion Accessories
MORE BURBERRY BELTS,$7,image1553.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7284223037&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7284223037&ref=300004734,Accessories,Burberry,FALSE,Fashion Accessories
MORE BURBERRY BELTS,$7,image1551.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7285285796&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7285285796&ref=300004734,Accessories,Burberry,FALSE,Fashion Accessories
GUCCI BELTS *VARIOUS*,$8,image1546.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7249900246&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7249900246&ref=300004734,Accessories,Gucci,FALSE,Fashion Accessories
LOUIS VUITTON BELTS *VARIOUS*,$11,image1565.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7248908245&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7248908245&ref=300004734,Accessories,Louis Vuitton,FALSE,Fashion Accessories
